id,task_id,meeting_date,status,mh_incurred_hours,remarks,critical_issue,has_issue,deadline_date,correction_reason,is_deleted,deleted_at,deleted_by,version,supervisor_updated_at,last_updated_at,last_updated_by,created_at
95,301,2026-03-16,COMPLETED,10.00,Closed during weekly review,,0,2026-03-23,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,9,2026-03-16T09:00:00+00:00
96,302,2026-02-23,NOT_STARTED,0.00,Awaiting slot,,0,,,0,,,1,2026-02-23T12:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
97,302,2026-03-02,IN_PROGRESS,1.80,Task started,,0,,,0,,,2,2026-03-02T15:00:00+00:00,2026-03-02T13:00:00+00:00,11,2026-03-02T09:00:00+00:00
98,302,2026-03-09,IN_PROGRESS,3.15,Steady progress,,0,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,11,2026-03-09T09:00:00+00:00
99,302,2026-03-16,IN_PROGRESS,4.05,Progressing to plan,,0,2026-03-18,,0,,,4,2026-03-16T19:00:00+00:00,2026-03-16T13:00:00+00:00,11,2026-03-16T09:00:00+00:00
100,303,2026-03-16,NOT_STARTED,0.00,Newly distributed - awaiting first supervisor update,,0,2026-03-23,,0,,,1,,2026-03-16T13:00:00+00:00,16,2026-03-16T09:00:00+00:00
101,304,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
102,304,2026-03-02,IN_PROGRESS,4.90,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,10,2026-03-02T09:00:00+00:00
103,304,2026-03-09,IN_PROGRESS,11.20,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,10,2026-03-09T09:00:00+00:00
104,304,2026-03-16,COMPLETED,14.00,Closed during weekly review,,0,2026-03-23,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,9,2026-03-16T09:00:00+00:00
105,305,2026-02-23,NOT_STARTED,0.00,Released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
106,305,2026-03-02,IN_PROGRESS,4.50,Opened work scope,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,11,2026-03-02T09:00:00+00:00
107,305,2026-03-09,WAITING,9.00,Blocked by dependency,Intermittent fault not reproducible,1,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,9,2026-03-09T09:00:00+00:00
108,305,2026-03-16,WAITING,10.80,Blocked pending external action,Intermittent fault not reproducible,1,2026-03-14,,0,,,4,2026-03-12T03:00:00+00:00,2026-03-16T13:00:00+00:00,9,2026-03-16T09:00:00+00:00
109,306,2026-02-23,NOT_STARTED,0.00,Released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
110,306,2026-03-02,IN_PROGRESS,1.65,Began work,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,10,2026-03-02T09:00:00+00:00
111,306,2026-03-09,IN_PROGRESS,2.75,Awaiting fresh feedback,,0,,,0,,,3,2026-03-09T17:00:00+00:00,2026-03-09T13:00:00+00:00,10,2026-03-09T09:00:00+00:00
112,306,2026-03-16,IN_PROGRESS,3.85,No update received in last 72h,,0,2026-03-18,,0,,,4,2026-03-11T19:00:00+00:00,2026-03-16T13:00:00+00:00,10,2026-03-16T09:00:00+00:00
113,307,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
114,307,2026-03-02,IN_PROGRESS,2.80,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,11,2026-03-02T09:00:00+00:00
115,307,2026-03-09,IN_PROGRESS,6.40,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,11,2026-03-09T09:00:00+00:00
116,307,2026-03-16,COMPLETED,8.00,Closed during weekly review,,0,2026-03-23,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,9,2026-03-16T09:00:00+00:00
117,308,2026-02-23,NOT_STARTED,0.00,Awaiting slot,,0,,,0,,,1,2026-02-23T12:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
118,308,2026-03-02,IN_PROGRESS,1.30,Task started,,0,,,0,,,2,2026-03-02T15:00:00+00:00,2026-03-02T13:00:00+00:00,10,2026-03-02T09:00:00+00:00
119,308,2026-03-09,IN_PROGRESS,2.27,Steady progress,,0,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,10,2026-03-09T09:00:00+00:00
120,308,2026-03-16,IN_PROGRESS,2.93,Progressing to plan,,0,2026-03-18,,0,,,4,2026-03-16T19:00:00+00:00,2026-03-16T13:00:00+00:00,10,2026-03-16T09:00:00+00:00
121,309,2026-03-02,NOT_STARTED,0.00,Created,,0,,,0,,,1,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,9,2026-03-02T09:00:00+00:00
122,309,2026-03-09,IN_PROGRESS,0.50,Picked up temporarily,,0,,,0,,,2,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,9,2026-03-09T09:00:00+00:00
123,309,2026-03-16,IN_PROGRESS,1.00,Awaiting formal worker allocation,,0,2026-03-23,,0,,,3,2026-03-16T19:00:00+00:00,2026-03-16T13:00:00+00:00,9,2026-03-16T09:00:00+00:00
124,310,2026-02-23,NOT_STARTED,0.00,Not released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,9,2026-02-23T09:00:00+00:00
125,310,2026-03-02,NOT_STARTED,0.00,Pending material,,0,,,0,,,1,2026-03-02T13:00:00+00:00,2026-03-02T13:00:00+00:00,9,2026-03-02T09:00:00+00:00
126,310,2026-03-09,NOT_STARTED,0.00,Queued,,0,,,0,,,1,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,9,2026-03-09T09:00:00+00:00
127,310,2026-03-16,NOT_STARTED,0.00,Queued for upcoming work window,,0,2026-03-23,,0,,,1,2026-03-16T17:00:00+00:00,2026-03-16T13:00:00+00:00,9,2026-03-16T09:00:00+00:00
128,401,2026-02-23,NOT_STARTED,0.00,Awaiting slot,,0,,,0,,,1,2026-02-23T12:00:00+00:00,2026-02-23T13:00:00+00:00,12,2026-02-23T09:00:00+00:00
129,401,2026-03-02,IN_PROGRESS,2.40,Task started,,0,,,0,,,2,2026-03-02T15:00:00+00:00,2026-03-02T13:00:00+00:00,13,2026-03-02T09:00:00+00:00
130,401,2026-03-09,IN_PROGRESS,4.20,Steady progress,,0,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,13,2026-03-09T09:00:00+00:00
131,401,2026-03-16,IN_PROGRESS,5.40,Progressing to plan,,0,2026-03-21,,0,,,4,2026-03-16T19:00:00+00:00,2026-03-16T13:00:00+00:00,13,2026-03-16T09:00:00+00:00
132,402,2026-02-23,NOT_STARTED,0.00,Released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,12,2026-02-23T09:00:00+00:00
133,402,2026-03-02,IN_PROGRESS,2.40,Began work,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,13,2026-03-02T09:00:00+00:00
134,402,2026-03-09,IN_PROGRESS,4.00,Awaiting fresh feedback,,0,,,0,,,3,2026-03-09T17:00:00+00:00,2026-03-09T13:00:00+00:00,13,2026-03-09T09:00:00+00:00
135,402,2026-03-16,IN_PROGRESS,5.60,No update received in last 72h,,0,2026-03-15,,0,,,4,2026-03-11T19:00:00+00:00,2026-03-16T13:00:00+00:00,13,2026-03-16T09:00:00+00:00
136,403,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,12,2026-02-23T09:00:00+00:00
137,403,2026-03-02,IN_PROGRESS,3.15,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,13,2026-03-02T09:00:00+00:00
138,403,2026-03-09,IN_PROGRESS,7.20,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,13,2026-03-09T09:00:00+00:00
139,403,2026-03-16,COMPLETED,9.00,Closed during weekly review,,0,2026-03-21,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,12,2026-03-16T09:00:00+00:00
140,404,2026-02-23,NOT_STARTED,0.00,Released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,12,2026-02-23T09:00:00+00:00
141,404,2026-03-02,IN_PROGRESS,3.50,Opened work scope,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,13,2026-03-02T09:00:00+00:00
142,404,2026-03-09,WAITING,7.00,Blocked by dependency,Waiting for material release,1,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,12,2026-03-09T09:00:00+00:00
143,404,2026-03-16,WAITING,8.40,Blocked pending external action,Waiting for material release,1,2026-03-15,,0,,,4,2026-03-12T03:00:00+00:00,2026-03-16T13:00:00+00:00,12,2026-03-16T09:00:00+00:00
144,405,2026-03-16,NOT_STARTED,0.00,Newly distributed - awaiting first supervisor update,,0,2026-03-21,,0,,,1,,2026-03-16T13:00:00+00:00,16,2026-03-16T09:00:00+00:00
145,406,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,12,2026-02-23T09:00:00+00:00
146,406,2026-03-02,IN_PROGRESS,2.10,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,13,2026-03-02T09:00:00+00:00
147,406,2026-03-09,IN_PROGRESS,4.80,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,13,2026-03-09T09:00:00+00:00
148,406,2026-03-16,COMPLETED,6.00,Closed during weekly review,,0,2026-03-21,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,12,2026-03-16T09:00:00+00:00
149,407,2026-02-23,NOT_STARTED,0.00,Not released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,12,2026-02-23T09:00:00+00:00
150,407,2026-03-02,NOT_STARTED,0.00,Pending material,,0,,,0,,,1,2026-03-02T13:00:00+00:00,2026-03-02T13:00:00+00:00,12,2026-03-02T09:00:00+00:00
151,407,2026-03-09,NOT_STARTED,0.00,Queued,,0,,,0,,,1,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,12,2026-03-09T09:00:00+00:00
152,407,2026-03-16,NOT_STARTED,0.00,Queued for upcoming work window,,0,2026-03-21,,0,,,1,2026-03-16T17:00:00+00:00,2026-03-16T13:00:00+00:00,12,2026-03-16T09:00:00+00:00
153,408,2026-03-16,COMPLETED,5.00,Snapshot soft-deleted after task deactivation,,0,2026-03-21,,1,2026-03-17T09:00:00+00:00,16,2,2026-03-16T11:00:00+00:00,2026-03-16T13:00:00+00:00,12,2026-03-16T09:00:00+00:00
154,501,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,14,2026-02-23T09:00:00+00:00
155,501,2026-03-02,IN_PROGRESS,3.85,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,15,2026-03-02T09:00:00+00:00
156,501,2026-03-09,IN_PROGRESS,8.80,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,15,2026-03-09T09:00:00+00:00
157,501,2026-03-16,COMPLETED,11.00,Closed during weekly review,,0,2026-03-20,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,14,2026-03-16T09:00:00+00:00
158,502,2026-02-23,NOT_STARTED,0.00,Awaiting slot,,0,,,0,,,1,2026-02-23T12:00:00+00:00,2026-02-23T13:00:00+00:00,14,2026-02-23T09:00:00+00:00
159,502,2026-03-02,IN_PROGRESS,1.60,Task started,,0,,,0,,,2,2026-03-02T15:00:00+00:00,2026-03-02T13:00:00+00:00,15,2026-03-02T09:00:00+00:00
160,502,2026-03-09,IN_PROGRESS,2.80,Steady progress,,0,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,15,2026-03-09T09:00:00+00:00
161,502,2026-03-16,IN_PROGRESS,3.60,Progressing to plan,,0,2026-03-20,,0,,,4,2026-03-16T19:00:00+00:00,2026-03-16T13:00:00+00:00,15,2026-03-16T09:00:00+00:00
162,503,2026-02-23,NOT_STARTED,0.00,Released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,14,2026-02-23T09:00:00+00:00
163,503,2026-03-02,IN_PROGRESS,2.50,Opened work scope,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,15,2026-03-02T09:00:00+00:00
164,503,2026-03-09,WAITING,5.00,Blocked by dependency,Awaiting customer go-ahead,1,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,14,2026-03-09T09:00:00+00:00
165,503,2026-03-16,WAITING,6.00,Blocked pending external action,Awaiting customer go-ahead,1,2026-03-13,,0,,,4,2026-03-12T03:00:00+00:00,2026-03-16T13:00:00+00:00,14,2026-03-16T09:00:00+00:00
166,504,2026-02-23,NOT_STARTED,0.00,Not released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,14,2026-02-23T09:00:00+00:00
167,504,2026-03-02,NOT_STARTED,0.00,Pending material,,0,,,0,,,1,2026-03-02T13:00:00+00:00,2026-03-02T13:00:00+00:00,14,2026-03-02T09:00:00+00:00
168,504,2026-03-09,NOT_STARTED,0.00,Queued,,0,,,0,,,1,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,14,2026-03-09T09:00:00+00:00
169,504,2026-03-16,NOT_STARTED,0.00,Queued for upcoming work window,,0,2026-03-20,,0,,,1,2026-03-16T17:00:00+00:00,2026-03-16T13:00:00+00:00,14,2026-03-16T09:00:00+00:00
170,505,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,14,2026-02-23T09:00:00+00:00
171,505,2026-03-02,IN_PROGRESS,3.15,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,15,2026-03-02T09:00:00+00:00
172,505,2026-03-09,IN_PROGRESS,7.20,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,15,2026-03-09T09:00:00+00:00
173,505,2026-03-16,COMPLETED,9.00,Closed during weekly review,,0,2026-03-20,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,14,2026-03-16T09:00:00+00:00
174,506,2026-03-16,NOT_STARTED,0.00,Newly distributed - awaiting first supervisor update,,0,2026-03-20,,0,,,1,,2026-03-16T13:00:00+00:00,16,2026-03-16T09:00:00+00:00
175,601,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,17,2026-02-23T09:00:00+00:00
176,601,2026-03-02,IN_PROGRESS,1.05,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,17,2026-03-02T09:00:00+00:00
177,601,2026-03-09,IN_PROGRESS,2.40,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,17,2026-03-09T09:00:00+00:00
178,601,2026-03-16,COMPLETED,3.00,Closed during weekly review,,0,2026-03-19,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,17,2026-03-16T09:00:00+00:00
179,602,2026-02-23,NOT_STARTED,0.00,Awaiting slot,,0,,,0,,,1,2026-02-23T12:00:00+00:00,2026-02-23T13:00:00+00:00,17,2026-02-23T09:00:00+00:00
180,602,2026-03-02,IN_PROGRESS,0.70,Task started,,0,,,0,,,2,2026-03-02T15:00:00+00:00,2026-03-02T13:00:00+00:00,17,2026-03-02T09:00:00+00:00
181,602,2026-03-09,IN_PROGRESS,1.22,Steady progress,,0,,,0,,,3,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,17,2026-03-09T09:00:00+00:00
182,602,2026-03-16,IN_PROGRESS,1.57,Progressing to plan,,0,2026-03-19,,0,,,4,2026-03-16T19:00:00+00:00,2026-03-16T13:00:00+00:00,17,2026-03-16T09:00:00+00:00
183,603,2026-02-23,NOT_STARTED,0.00,Not released,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,17,2026-02-23T09:00:00+00:00
184,603,2026-03-02,NOT_STARTED,0.00,Pending material,,0,,,0,,,1,2026-03-02T13:00:00+00:00,2026-03-02T13:00:00+00:00,17,2026-03-02T09:00:00+00:00
185,603,2026-03-09,NOT_STARTED,0.00,Queued,,0,,,0,,,1,2026-03-09T15:00:00+00:00,2026-03-09T13:00:00+00:00,17,2026-03-09T09:00:00+00:00
186,603,2026-03-16,NOT_STARTED,0.00,Queued for upcoming work window,,0,2026-03-19,,0,,,1,2026-03-16T17:00:00+00:00,2026-03-16T13:00:00+00:00,17,2026-03-16T09:00:00+00:00
187,604,2026-02-23,NOT_STARTED,0.00,Released to shop,,0,,,0,,,1,2026-02-23T11:00:00+00:00,2026-02-23T13:00:00+00:00,17,2026-02-23T09:00:00+00:00
188,604,2026-03-02,IN_PROGRESS,0.88,Initial strip complete,,0,,,0,,,2,2026-03-02T14:00:00+00:00,2026-03-02T13:00:00+00:00,17,2026-03-02T09:00:00+00:00
189,604,2026-03-09,IN_PROGRESS,2.00,Closing remaining punch items,,0,,,0,,,3,2026-03-09T16:00:00+00:00,2026-03-09T13:00:00+00:00,17,2026-03-09T09:00:00+00:00
190,604,2026-03-16,COMPLETED,2.50,Closed during weekly review,,0,2026-03-19,,0,,,3,2026-03-16T21:00:00+00:00,2026-03-16T13:00:00+00:00,17,2026-03-16T09:00:00+00:00
